viaje_id,fecha,hora_salida,origen,destino,distancia_km,tipo_ruta,condicion_climatica,nivel_trafico,tipo_vehiculo,cantidad_paradas,es_hora_pico,es_fin_de_semana,carga_kg,tiene_refrigeracion,eta_horas,eta_minutos
VJ-10186,2023-09-01,08:00,Buenos Aires,Rosario,1097.9,rural,despejado,alto,semi_trailer,2,1,0,24122,0,32.4012,1944
VJ-10187,2023-09-10,20:00,Buenos Aires,La Plata,621.9,mixta,despejado,moderado,camion_grande,3,0,0,4960,0,17.156,1029
VJ-10188,2022-11-30,20:00,Buenos Aires,Mar del Plata,415.1,mixta,despejado,muy_alto,camion_grande,5,0,0,19370,0,23.1006,1386
VJ-10189,2022-03-12,22:00,Buenos Aires,Rosario,1334.7,rural,lluvia_leve,moderado,camion_pequeno,3,0,1,10046,0,25.6224,1537
VJ-10190,2023-09-05,04:00,Lomas de Zamora,Pilar,346.4,mixta,lluvia_leve,bajo,camion_grande,5,0,0,12853,1,9.221,553
VJ-10191,2022-09-12,19:00,Lanus,San Martin,985.3,mixta,lluvia_leve,muy_alto,camion_grande,4,1,0,3284,1,60.4285,3626
VJ-10192,2023-06-07,13:00,Cordoba,Mendoza,1353.9,rural,lluvia_leve,bajo,semi_trailer,2,0,1,3731,0,25.9227,1555
VJ-10193,2022-03-29,15:00,Buenos Aires,Mar del Plata,489.5,mixta,despejado,moderado,camion_mediano,0,0,1,14130,0,10.7621,646
VJ-10194,2022-11-23,15:00,Quilmes,San Isidro,734.3,rural,despejado,moderado,camion_mediano,2,0,1,24158,0,14.8301,890
VJ-10195,2023-07-28,07:00,Buenos Aires,La Plata,1302.6,autopista,lluvia_leve,muy_alto,camion_mediano,5,1,0,18584,1,39.6511,2379
VJ-10196,2023-04-06,12:00,Santa Fe,Buenos Aires,900.3,rural,lluvia_fuerte,moderado,camion_mediano,3,0,1,20623,0,21.8316,1310
VJ-10197,2022-09-26,05:00,Buenos Aires,Mar del Plata,812.5,autopista,lluvia_fuerte,alto,camion_pequeno,4,0,0,6957,0,20.5283,1232
VJ-10198,2022-11-01,19:00,Santa Fe,Buenos Aires,493.6,autopista,lluvia_leve,alto,camion_pequeno,3,1,1,22572,0,9.5314,572
VJ-10199,2023-03-10,12:00,Cordoba,Mendoza,973.9,urbana,despejado,bajo,camion_grande,4,0,0,5017,0,30.5792,1835
VJ-10200,2023-05-12,19:00,Moron,Palermo,270.1,rural,lluvia_leve,alto,camion_mediano,3,1,1,12264,0,8.5899,515
VJ-10201,2022-10-09,18:00,Tucuman,Cordoba,689.3,mixta,despejado,alto,semi_trailer,0,1,1,7726,0,22.4075,1344
VJ-10202,2023-01-11,18:00,Rosario,Cordoba,774.1,rural,lluvia_fuerte,alto,semi_trailer,0,1,1,18296,0,32.1364,1928
VJ-10203,2022-05-01,14:00,Santa Fe,Buenos Aires,423.8,rural,granizo,bajo,camion_mediano,0,0,1,3350,0,8.371,502
VJ-10204,2022-07-31,20:00,Buenos Aires,Mar del Plata,1206.9,rural,niebla,moderado,camion_grande,4,0,0,20690,1,33.1683,1990
VJ-10205,2022-05-19,16:00,Tucuman,Cordoba,412.2,autopista,lluvia_leve,bajo,camion_grande,2,0,0,22759,0,5.7083,342
VJ-10206,2024-02-19,07:00,Lomas de Zamora,Pilar,985.0,mixta,niebla,muy_alto,camion_mediano,1,1,1,11054,0,56.3296,3380
VJ-10207,2023-01-13,12:00,Moron,Palermo,890.7,autopista,lluvia_leve,moderado,camion_pequeno,0,0,0,9616,0,12.2995,738
VJ-10208,2023-07-02,20:00,Santa Fe,Buenos Aires,1026.0,autopista,lluvia_leve,alto,camion_pequeno,3,0,0,12238,0,21.5264,1292
VJ-10209,2023-10-04,10:00,Santa Fe,Buenos Aires,796.9,autopista,despejado,moderado,camion_mediano,3,0,0,2086,1,10.9597,658
VJ-10210,2022-11-06,06:00,Santa Fe,Buenos Aires,644.6,urbana,despejado,alto,semi_trailer,3,0,0,4822,0,40.8947,2454
VJ-10211,2022-04-04,09:00,Moron,Palermo,82.0,autopista,despejado,alto,camion_mediano,5,1,0,8172,0,3.2934,198
VJ-10212,2023-03-09,00:00,Buenos Aires,La Plata,732.0,rural,despejado,bajo,camion_mediano,3,0,1,11758,0,11.1756,671
VJ-10213,2023-07-31,20:00,Buenos Aires,Rosario,200.6,urbana,despejado,moderado,camion_grande,1,0,0,5181,1,8.2601,496
VJ-10214,2022-04-13,21:00,Moron,Palermo,1288.7,rural,despejado,alto,camion_mediano,4,0,0,7618,1,33.9262,2036
VJ-10215,2024-03-08,17:00,Cordoba,Mendoza,906.0,mixta,despejado,moderado,camion_grande,1,1,0,24131,0,24.8695,1492
VJ-10216,2022-04-26,20:00,Buenos Aires,La Plata,1049.5,autopista,despejado,moderado,camion_mediano,2,0,1,8342,0,13.5198,811
VJ-10217,2023-04-28,13:00,Lanus,San Martin,547.7,urbana,granizo,muy_alto,camion_mediano,4,0,0,22878,1,60.8931,3654
VJ-10218,2024-02-25,12:00,Lomas de Zamora,Pilar,309.9,urbana,despejado,bajo,camion_grande,0,0,0,21097,0,9.7651,586
VJ-10219,2023-10-28,17:00,Tucuman,Cordoba,1364.3,rural,despejado,alto,camion_mediano,1,1,0,19716,0,32.0979,1926
VJ-10220,2022-11-13,13:00,Buenos Aires,Rosario,90.5,autopista,lluvia_leve,alto,camion_mediano,0,0,1,20563,0,1.6791,101
VJ-10221,2022-10-03,08:00,Buenos Aires,La Plata,737.0,rural,lluvia_fuerte,moderado,camion_grande,5,1,1,4659,0,21.6582,1299
VJ-10222,2022-02-26,20:00,Buenos Aires,Rosario,375.5,urbana,despejado,moderado,camion_pequeno,4,0,1,15415,0,13.5019,810
VJ-10223,2023-04-29,00:00,Rosario,Cordoba,327.5,urbana,niebla,alto,camion_pequeno,4,0,1,902,0,19.8867,1193
VJ-10224,2023-03-03,23:00,Lanus,San Martin,778.5,rural,despejado,muy_alto,camion_pequeno,5,0,0,7856,0,27.3815,1643
VJ-10225,2022-10-17,01:00,San Miguel,CABA,259.3,autopista,despejado,alto,camion_pequeno,4,0,0,2758,0,6.1527,369
VJ-10226,2023-08-29,09:00,Rosario,Cordoba,288.9,autopista,despejado,alto,camion_grande,4,1,0,8448,0,7.6826,461
VJ-10227,2022-01-02,20:00,Quilmes,San Isidro,333.9,rural,despejado,muy_alto,camion_pequeno,2,0,0,814,0,12.1443,729
VJ-10228,2022-08-26,04:00,Buenos Aires,Mendoza,593.5,autopista,despejado,moderado,camion_mediano,0,0,0,3548,1,6.7325,404
VJ-10229,2023-11-10,12:00,Cordoba,Mendoza,712.5,mixta,granizo,bajo,camion_pequeno,5,0,1,19106,1,20.9761,1259
VJ-10230,2022-07-27,10:00,Buenos Aires,Mar del Plata,984.0,autopista,despejado,moderado,semi_trailer,5,0,0,9411,0,16.8171,1009
VJ-10231,2022-04-03,14:00,Buenos Aires,Rosario,754.9,rural,despejado,moderado,camion_pequeno,1,0,0,9183,0,12.7529,765
VJ-10232,2023-02-10,04:00,Moron,Palermo,308.9,autopista,niebla,alto,camion_pequeno,2,0,1,8633,0,6.8622,412
VJ-10233,2022-08-16,04:00,Buenos Aires,Cordoba,141.7,urbana,granizo,alto,camion_mediano,0,0,1,2520,0,9.9472,597
VJ-10234,2023-10-24,02:00,Tigre,Ezeiza,819.4,mixta,despejado,moderado,camion_pequeno,2,0,1,2612,1,20.0069,1200
VJ-10235,2023-01-27,13:00,Tigre,Ezeiza,243.5,autopista,despejado,muy_alto,camion_pequeno,4,0,0,13443,0,7.8905,473
VJ-10236,2022-10-30,01:00,Buenos Aires,Cordoba,630.0,autopista,despejado,bajo,camion_grande,1,0,0,20717,0,7.7051,462
VJ-10237,2023-07-12,00:00,Buenos Aires,Rosario,886.7,autopista,despejado,moderado,camion_mediano,4,0,0,23875,0,12.1988,732
VJ-10238,2024-02-25,08:00,Cordoba,Mendoza,840.0,autopista,despejado,moderado,camion_grande,0,1,1,15956,0,11.7113,703
VJ-10239,2022-06-27,18:00,Buenos Aires,Mar del Plata,1072.0,rural,despejado,muy_alto,camion_pequeno,1,1,0,13227,0,38.0305,2282
VJ-10240,2023-05-20,18:00,San Miguel,CABA,987.8,autopista,niebla,muy_alto,camion_pequeno,2,1,0,18951,0,31.0964,1866
VJ-10241,2022-11-28,06:00,Buenos Aires,La Plata,11.0,rural,lluvia_leve,bajo,semi_trailer,4,0,0,11665,0,1.2742,76
VJ-10242,2022-12-11,22:00,Buenos Aires,Cordoba,1345.2,rural,lluvia_fuerte,alto,camion_grande,2,0,0,13462,0,51.1838,3071
VJ-10243,2022-05-11,05:00,Buenos Aires,Mendoza,320.3,mixta,lluvia_leve,bajo,camion_grande,4,0,0,24551,0,8.6905,521
VJ-10244,2023-05-24,19:00,Buenos Aires,La Plata,263.1,mixta,niebla,muy_alto,camion_pequeno,2,1,1,19031,1,15.1394,908
VJ-10245,2022-04-21,06:00,Cordoba,Mendoza,630.8,rural,lluvia_leve,muy_alto,camion_grande,2,0,1,2721,0,27.9755,1679
VJ-10246,2023-05-06,12:00,Buenos Aires,La Plata,1239.5,mixta,despejado,moderado,camion_mediano,3,0,0,12799,1,26.8812,1613
VJ-10247,2023-01-20,08:00,Buenos Aires,Mar del Plata,419.9,rural,despejado,muy_alto,camion_pequeno,2,1,0,2931,0,14.1665,850
VJ-10248,2022-04-14,20:00,Buenos Aires,Rosario,989.3,urbana,despejado,muy_alto,semi_trailer,3,0,1,14727,1,94.6468,5679
VJ-10249,2022-01-04,17:00,Tucuman,Cordoba,79.0,autopista,lluvia_leve,alto,camion_pequeno,4,1,0,5532,1,2.753,165
VJ-10250,2023-04-28,15:00,Rosario,Cordoba,897.1,mixta,despejado,bajo,camion_mediano,0,0,0,10604,0,16.084,965
VJ-10251,2022-10-03,08:00,Tucuman,Cordoba,269.4,mixta,despejado,muy_alto,camion_grande,0,1,0,9131,0,13.3035,798
VJ-10252,2023-03-05,07:00,Buenos Aires,Cordoba,1359.3,urbana,despejado,alto,semi_trailer,4,1,0,13184,0,78.2942,4698
VJ-10253,2024-02-15,18:00,San Miguel,CABA,707.9,rural,despejado,moderado,camion_pequeno,4,1,0,20825,1,11.8337,710
VJ-10254,2023-09-02,13:00,Buenos Aires,Cordoba,118.9,rural,niebla,bajo,semi_trailer,5,0,1,21052,1,4.5365,272
VJ-10255,2023-10-01,14:00,Buenos Aires,Rosario,1200.7,urbana,despejado,moderado,camion_grande,4,0,0,905,0,45.7494,2745
VJ-10256,2023-02-25,03:00,Lomas de Zamora,Pilar,1295.7,mixta,despejado,bajo,camion_pequeno,4,0,0,18051,0,22.6599,1360
VJ-10257,2022-10-03,22:00,Santa Fe,Buenos Aires,63.9,urbana,despejado,moderado,semi_trailer,2,0,1,24936,0,3.5272,212
VJ-10258,2024-02-01,21:00,Buenos Aires,La Plata,1181.6,autopista,niebla,moderado,camion_grande,5,0,1,7969,1,23.1917,1392
VJ-10259,2022-03-09,11:00,Buenos Aires,Mendoza,1039.9,urbana,despejado,bajo,semi_trailer,4,0,0,17384,0,36.8191,2209
VJ-10260,2023-01-05,01:00,Tucuman,Cordoba,251.5,mixta,despejado,alto,camion_pequeno,1,0,1,15456,1,7.5275,452
VJ-10261,2022-12-25,19:00,Tucuman,Cordoba,346.3,mixta,lluvia_leve,moderado,camion_pequeno,3,1,0,16051,0,10.4154,625
VJ-10262,2023-10-25,05:00,Tigre,Ezeiza,48.2,autopista,lluvia_fuerte,alto,camion_grande,0,0,0,7522,0,1.2687,76
VJ-10263,2023-09-15,20:00,Tucuman,Cordoba,669.0,urbana,niebla,muy_alto,camion_pequeno,1,0,1,777,0,63.6544,3819
VJ-10264,2023-02-11,14:00,Rosario,Cordoba,648.0,autopista,despejado,moderado,camion_grande,1,0,0,17560,0,11.4517,687
VJ-10265,2022-10-11,15:00,Tigre,Ezeiza,424.9,autopista,lluvia_leve,moderado,camion_grande,0,0,1,9559,0,6.7779,407
VJ-10266,2022-01-27,12:00,Quilmes,San Isidro,1260.6,autopista,despejado,moderado,camion_mediano,4,0,0,22807,1,18.0145,1081
VJ-10267,2023-11-19,07:00,Buenos Aires,Mendoza,487.0,mixta,despejado,moderado,camion_mediano,5,1,0,21416,0,12.6685,760
VJ-10268,2024-02-21,04:00,Rosario,Cordoba,418.4,rural,niebla,alto,camion_mediano,3,0,0,24262,0,15.6217,937
VJ-10269,2022-05-01,11:00,Moron,Palermo,594.5,urbana,despejado,bajo,camion_grande,2,0,1,10135,0,18.7665,1126
VJ-10270,2022-06-04,16:00,Tigre,Ezeiza,1215.8,urbana,despejado,bajo,camion_pequeno,3,0,0,2271,0,34.5411,2072
VJ-10271,2022-03-01,10:00,San Miguel,CABA,1092.7,mixta,despejado,alto,camion_mediano,3,0,0,6294,0,35.8046,2148
VJ-10272,2023-03-16,04:00,Rosario,Cordoba,690.5,rural,lluvia_fuerte,bajo,camion_mediano,0,0,0,21258,0,13.531,812
VJ-10273,2022-12-19,20:00,Buenos Aires,Mar del Plata,34.9,autopista,granizo,alto,camion_mediano,0,0,0,7914,0,0.9048,54
VJ-10274,2022-12-12,09:00,Buenos Aires,Rosario,1155.1,mixta,lluvia_leve,alto,camion_pequeno,2,1,0,17548,0,38.0843,2285
VJ-10275,2023-08-27,23:00,Lanus,San Martin,36.6,mixta,despejado,bajo,semi_trailer,1,0,0,7420,0,1.1581,69
VJ-10276,2023-11-09,17:00,Buenos Aires,Rosario,1228.4,autopista,lluvia_fuerte,muy_alto,semi_trailer,2,1,0,19961,0,54.3773,3263
VJ-10277,2023-03-07,06:00,Buenos Aires,Rosario,669.4,mixta,despejado,bajo,camion_grande,1,0,0,21154,1,13.6869,821
VJ-10278,2022-04-19,16:00,Moron,Palermo,1164.6,autopista,lluvia_leve,alto,semi_trailer,0,0,0,4357,0,25.3483,1521
VJ-10279,2022-01-03,06:00,Tigre,Ezeiza,64.8,rural,despejado,moderado,camion_mediano,3,0,0,16250,0,1.8386,110
VJ-10280,2023-10-22,02:00,Buenos Aires,Rosario,1329.7,urbana,niebla,alto,camion_mediano,4,0,0,3819,0,86.4338,5186
VJ-10281,2024-02-16,21:00,Santa Fe,Buenos Aires,1194.6,urbana,despejado,bajo,camion_pequeno,2,0,0,24700,1,33.246,1995
VJ-10282,2022-12-17,08:00,Buenos Aires,La Plata,1253.4,rural,lluvia_leve,moderado,camion_grande,4,1,0,3545,0,25.8816,1553
VJ-10283,2022-06-13,03:00,Rosario,Cordoba,911.9,mixta,lluvia_leve,moderado,semi_trailer,1,0,1,24303,1,32.3502,1941
VJ-10284,2024-01-15,19:00,Lanus,San Martin,859.7,mixta,niebla,muy_alto,camion_mediano,2,1,1,22928,0,55.5975,3336
VJ-10285,2022-08-18,16:00,Buenos Aires,Rosario,27.2,mixta,despejado,bajo,camion_grande,5,0,0,19395,0,2.8317,170
VJ-10286,2023-01-30,07:00,Moron,Palermo,611.7,autopista,lluvia_leve,muy_alto,camion_pequeno,5,1,0,22248,0,18.9171,1135
VJ-10287,2022-10-12,02:00,San Miguel,CABA,1194.1,urbana,despejado,muy_alto,semi_trailer,1,0,0,11006,0,94.9051,5694
VJ-10288,2022-05-02,14:00,Buenos Aires,Mar del Plata,627.4,mixta,despejado,bajo,semi_trailer,4,0,1,16833,0,16.0388,962
VJ-10289,2023-11-02,20:00,Buenos Aires,Mendoza,1110.6,mixta,despejado,moderado,camion_pequeno,4,0,0,17157,0,25.3031,1518
VJ-10290,2023-04-09,19:00,Cordoba,Mendoza,471.4,autopista,niebla,muy_alto,semi_trailer,4,1,0,22034,0,20.0244,1201
VJ-10291,2024-01-05,22:00,Cordoba,Mendoza,771.3,autopista,niebla,muy_alto,camion_grande,2,0,1,5879,0,27.0999,1626
VJ-10292,2022-04-21,06:00,Buenos Aires,Mendoza,1303.0,urbana,despejado,bajo,camion_pequeno,3,0,0,6744,0,39.5455,2373
VJ-10293,2023-08-23,16:00,Moron,Palermo,1349.8,urbana,lluvia_fuerte,moderado,camion_mediano,0,0,0,18628,0,68.5932,4116
VJ-10294,2023-01-29,19:00,Tucuman,Cordoba,153.9,rural,lluvia_leve,moderado,camion_mediano,5,1,0,11046,0,4.5687,274
VJ-10295,2023-06-09,04:00,Buenos Aires,Mar del Plata,639.5,autopista,despejado,moderado,camion_grande,1,0,0,23438,0,8.674,520
VJ-10296,2022-05-16,22:00,Quilmes,San Isidro,289.2,autopista,lluvia_fuerte,muy_alto,camion_mediano,4,0,0,11814,0,10.9346,656
VJ-10297,2023-03-09,22:00,Tucuman,Cordoba,820.1,autopista,lluvia_fuerte,alto,semi_trailer,5,0,0,17994,0,22.883,1373
VJ-10298,2023-12-09,09:00,Tucuman,Cordoba,287.9,urbana,despejado,moderado,camion_pequeno,1,1,0,5298,0,10.4084,625
VJ-10299,2023-11-12,12:00,Cordoba,Mendoza,1042.0,mixta,despejado,alto,camion_mediano,4,0,1,23310,0,34.8801,2093
VJ-10300,2024-03-10,00:00,Buenos Aires,Mendoza,1352.5,mixta,despejado,alto,camion_grande,0,0,0,7154,0,43.7088,2623
VJ-10301,2022-06-27,09:00,Moron,Palermo,1088.8,autopista,lluvia_fuerte,alto,camion_mediano,1,1,0,22869,1,25.9793,1559
VJ-10302,2022-06-08,08:00,Buenos Aires,Rosario,190.8,mixta,despejado,alto,camion_grande,4,1,1,15780,0,7.9244,475
VJ-10303,2023-06-02,10:00,Lomas de Zamora,Pilar,111.3,autopista,despejado,moderado,camion_grande,5,0,0,6525,0,2.901,174
VJ-10304,2023-07-29,11:00,Tucuman,Cordoba,932.0,mixta,despejado,bajo,camion_mediano,2,0,0,20759,0,17.9092,1075
VJ-10305,2023-07-08,10:00,Moron,Palermo,1342.9,autopista,despejado,muy_alto,camion_mediano,5,0,0,4215,0,35.5148,2131
VJ-10306,2022-06-21,06:00,Buenos Aires,La Plata,71.0,autopista,lluvia_leve,moderado,semi_trailer,5,0,0,3198,0,3.4959,210
VJ-10307,2024-01-30,03:00,Moron,Palermo,1212.3,urbana,despejado,moderado,camion_mediano,3,0,1,23527,0,41.3392,2480
VJ-10308,2023-07-26,02:00,Moron,Palermo,1006.4,urbana,lluvia_fuerte,bajo,semi_trailer,0,0,1,6332,0,52.7862,3167
VJ-10309,2022-03-06,03:00,Buenos Aires,Mendoza,33.5,mixta,despejado,moderado,camion_grande,5,0,0,21518,0,2.7514,165
VJ-10310,2023-03-25,09:00,San Miguel,CABA,412.9,urbana,lluvia_fuerte,moderado,camion_pequeno,5,1,0,9724,0,21.2655,1276
VJ-10311,2022-01-12,09:00,Buenos Aires,Cordoba,1344.6,rural,despejado,alto,camion_grande,1,1,0,24398,0,35.452,2127
VJ-10312,2022-12-19,09:00,Tucuman,Cordoba,756.6,rural,despejado,moderado,semi_trailer,0,1,1,24795,0,18.5295,1112
VJ-10313,2023-07-17,21:00,Buenos Aires,Cordoba,280.1,rural,despejado,moderado,camion_grande,1,0,0,2282,0,5.5359,332
VJ-10314,2023-11-03,15:00,Tucuman,Cordoba,284.4,urbana,despejado,bajo,camion_pequeno,4,0,0,12202,1,8.8877,533
VJ-10315,2022-06-22,18:00,Buenos Aires,Mar del Plata,973.9,autopista,despejado,alto,camion_grande,1,1,0,10865,0,18.6878,1121
VJ-10316,2023-01-03,21:00,Buenos Aires,Mar del Plata,1177.8,rural,lluvia_fuerte,moderado,camion_grande,1,0,0,16227,0,31.9302,1916
VJ-10317,2022-03-19,08:00,Moron,Palermo,1248.9,urbana,niebla,muy_alto,camion_mediano,1,1,0,21033,1,115.0659,6904
VJ-10318,2024-03-04,08:00,Tigre,Ezeiza,1269.8,urbana,niebla,alto,camion_mediano,4,1,0,18184,0,70.9907,4259
VJ-10319,2024-02-15,00:00,San Miguel,CABA,561.5,autopista,despejado,moderado,camion_pequeno,4,0,0,20620,0,8.6243,517
VJ-10320,2022-09-28,11:00,Santa Fe,Buenos Aires,1032.9,rural,despejado,muy_alto,camion_mediano,3,0,1,16479,0,39.3133,2359
VJ-10321,2022-10-08,10:00,Lanus,San Martin,65.5,autopista,despejado,muy_alto,camion_pequeno,5,0,1,17584,0,3.6613,220
VJ-10322,2022-12-20,07:00,Rosario,Cordoba,728.2,rural,despejado,alto,camion_pequeno,3,1,0,12063,0,16.2142,973
VJ-10323,2023-11-08,05:00,Tucuman,Cordoba,304.0,rural,despejado,bajo,camion_grande,1,0,0,24004,0,5.1657,310
VJ-10324,2022-02-14,05:00,Lomas de Zamora,Pilar,675.8,autopista,lluvia_fuerte,moderado,semi_trailer,4,0,0,13964,1,15.3722,922
VJ-10325,2023-10-15,16:00,Tucuman,Cordoba,369.0,urbana,niebla,bajo,camion_mediano,1,0,0,20139,0,13.531,812
VJ-10326,2023-08-20,07:00,Quilmes,San Isidro,1215.6,autopista,granizo,moderado,semi_trailer,1,1,0,20188,1,30.7036,1842
VJ-10327,2022-07-27,07:00,Rosario,Cordoba,839.2,rural,lluvia_fuerte,alto,semi_trailer,0,1,0,4832,1,37.4693,2248
VJ-10328,2022-05-01,19:00,Lanus,San Martin,671.5,mixta,niebla,alto,camion_mediano,4,1,1,17913,0,25.3438,1521
VJ-10329,2023-05-09,01:00,Tucuman,Cordoba,735.6,urbana,niebla,alto,semi_trailer,2,0,0,14556,0,50.837,3050
VJ-10330,2023-07-11,15:00,Buenos Aires,Mendoza,601.4,autopista,lluvia_leve,alto,camion_pequeno,2,0,0,3246,0,11.8936,714
VJ-10331,2022-06-08,22:00,Lomas de Zamora,Pilar,531.3,urbana,lluvia_leve,bajo,camion_pequeno,1,0,0,13897,0,18.2006,1092
VJ-10332,2023-07-25,12:00,San Miguel,CABA,860.5,autopista,despejado,moderado,camion_grande,5,0,0,14040,0,13.0584,784
VJ-10333,2022-06-15,03:00,Rosario,Cordoba,1032.7,autopista,lluvia_leve,alto,semi_trailer,5,0,0,15134,0,27.1576,1629
VJ-10334,2023-09-07,00:00,Tucuman,Cordoba,233.4,mixta,lluvia_fuerte,alto,camion_pequeno,5,0,0,5262,0,11.4066,684
VJ-10335,2024-03-03,09:00,Buenos Aires,Rosario,863.4,urbana,lluvia_fuerte,muy_alto,semi_trailer,4,1,0,20077,1,110.5072,6630
VJ-10336,2023-11-22,16:00,Moron,Palermo,280.7,mixta,despejado,bajo,camion_grande,4,0,0,8091,0,6.7001,402
VJ-10337,2022-03-12,18:00,Buenos Aires,Cordoba,940.8,urbana,granizo,muy_alto,camion_grande,3,1,1,1003,0,116.3381,6980
VJ-10338,2023-02-18,07:00,Tucuman,Cordoba,493.0,autopista,lluvia_fuerte,alto,camion_grande,2,1,0,6874,0,13.3558,801
VJ-10339,2023-03-30,17:00,Buenos Aires,Rosario,1126.1,urbana,lluvia_leve,alto,camion_pequeno,2,1,0,19338,0,62.4727,3748
VJ-10340,2023-10-11,00:00,San Miguel,CABA,957.4,mixta,lluvia_fuerte,alto,semi_trailer,4,0,0,8948,1,52.8683,3172
VJ-10341,2022-12-17,07:00,Lomas de Zamora,Pilar,984.1,autopista,despejado,alto,camion_pequeno,2,1,0,13572,0,17.5826,1055
VJ-10342,2022-07-24,21:00,Lanus,San Martin,264.1,rural,despejado,moderado,camion_grande,5,0,0,6731,0,6.7373,404
VJ-10343,2023-05-20,03:00,Buenos Aires,Mar del Plata,226.8,rural,niebla,alto,camion_grande,0,0,0,22645,0,8.0544,483
VJ-10344,2022-08-16,08:00,Lomas de Zamora,Pilar,694.4,urbana,niebla,alto,camion_grande,4,1,0,17248,0,51.0944,3066
VJ-10345,2023-04-17,05:00,Buenos Aires,Mendoza,557.3,mixta,granizo,bajo,camion_grande,5,0,0,4444,0,19.8023,1188
VJ-10346,2023-04-28,08:00,Buenos Aires,La Plata,462.4,urbana,lluvia_leve,alto,camion_pequeno,4,1,1,9113,0,25.0936,1506
VJ-10347,2023-12-04,14:00,Buenos Aires,Mendoza,1197.5,rural,despejado,alto,camion_grande,2,0,1,4797,0,33.2817,1997
VJ-10348,2023-05-27,04:00,Buenos Aires,Rosario,282.5,autopista,niebla,moderado,semi_trailer,5,0,0,819,1,7.419,445
VJ-10349,2023-10-07,05:00,Tucuman,Cordoba,563.8,autopista,lluvia_fuerte,moderado,camion_pequeno,5,0,1,8832,0,10.1778,611
VJ-10350,2022-07-23,03:00,Quilmes,San Isidro,488.4,autopista,despejado,moderado,camion_grande,3,0,0,22768,0,7.5816,455
VJ-10351,2022-05-29,02:00,Lomas de Zamora,Pilar,1086.9,autopista,despejado,alto,semi_trailer,3,0,0,9888,0,22.5488,1353
VJ-10352,2023-10-31,02:00,Moron,Palermo,1190.0,autopista,despejado,moderado,semi_trailer,0,0,1,7978,0,18.4179,1105
VJ-10353,2024-02-01,00:00,Rosario,Cordoba,585.4,mixta,lluvia_fuerte,muy_alto,semi_trailer,1,0,1,8188,0,50.5497,3033
VJ-10354,2022-03-27,17:00,Buenos Aires,Rosario,1312.1,rural,despejado,moderado,camion_pequeno,3,1,1,13509,0,22.7128,1363
VJ-10355,2023-11-11,04:00,Lanus,San Martin,626.0,mixta,despejado,bajo,camion_grande,1,0,0,6090,1,12.7526,765
VJ-10356,2023-10-09,22:00,Lanus,San Martin,772.5,autopista,niebla,moderado,camion_grande,1,0,0,19860,0,14.7876,887
VJ-10357,2022-01-11,09:00,Moron,Palermo,1128.5,autopista,niebla,alto,camion_mediano,3,1,0,9013,1,23.786,1427
VJ-10358,2023-09-04,15:00,Tigre,Ezeiza,966.0,rural,despejado,moderado,camion_pequeno,3,0,0,14604,0,18.2698,1096
VJ-10359,2024-02-22,08:00,Buenos Aires,Mendoza,1161.5,mixta,despejado,moderado,semi_trailer,1,1,1,20990,0,33.494,2010
VJ-10360,2023-09-25,05:00,San Miguel,CABA,583.9,autopista,despejado,alto,camion_grande,0,0,1,4116,0,10.5818,635
VJ-10361,2022-01-09,09:00,Cordoba,Mendoza,268.5,urbana,despejado,muy_alto,camion_pequeno,0,1,1,23935,0,17.0511,1023
VJ-10362,2024-02-08,11:00,Buenos Aires,Cordoba,1102.2,urbana,despejado,moderado,camion_grande,3,0,0,1539,0,49.3179,2959
VJ-10363,2024-02-29,03:00,Buenos Aires,Rosario,1146.0,mixta,despejado,alto,camion_grande,0,0,0,23918,0,39.9663,2398
VJ-10364,2022-06-12,15:00,Buenos Aires,Mar del Plata,734.4,urbana,despejado,alto,camion_pequeno,1,0,0,10727,0,38.2224,2293
VJ-10365,2023-03-21,21:00,Tucuman,Cordoba,511.0,urbana,despejado,moderado,camion_mediano,0,0,1,4200,0,18.9253,1136
VJ-10366,2022-06-08,18:00,Buenos Aires,Cordoba,22.4,autopista,lluvia_leve,alto,camion_mediano,0,1,0,16073,0,0.4369,26
VJ-10367,2022-08-27,04:00,Buenos Aires,Rosario,93.1,autopista,granizo,muy_alto,camion_pequeno,5,0,0,4019,1,5.0409,302
VJ-10368,2023-05-12,11:00,Tucuman,Cordoba,39.7,autopista,niebla,moderado,camion_mediano,3,0,0,8714,0,1.7657,106
VJ-10369,2023-06-28,19:00,Santa Fe,Buenos Aires,1028.0,rural,lluvia_leve,alto,camion_grande,2,1,0,18670,1,30.6256,1838
VJ-10370,2024-01-09,19:00,Rosario,Cordoba,1029.8,autopista,lluvia_leve,alto,semi_trailer,0,1,0,20822,0,27.0272,1622
VJ-10371,2022-02-14,10:00,Buenos Aires,Mar del Plata,458.4,mixta,lluvia_fuerte,bajo,camion_grande,5,0,1,17644,0,14.6548,879
VJ-10372,2023-06-23,18:00,Buenos Aires,Cordoba,276.3,rural,niebla,moderado,semi_trailer,0,1,0,13233,0,7.78,467
VJ-10373,2024-02-01,14:00,Buenos Aires,Mar del Plata,1300.5,urbana,despejado,muy_alto,semi_trailer,0,0,0,2489,0,114.9281,6896
